id,full_sq,life_sq,floor,sub_area,preschool_quota,preschool_education_centers_raion,school_quota,school_education_centers_raion,school_education_centers_top_20_raion,hospital_beds_raion,healthcare_centers_raion,university_top_20_raion,sport_objects_raion,additional_education_raion,culture_objects_top_25_raion,shopping_centers_raion,office_raion,oil_chemistry_raion,railroad_terminal_raion,nuclear_reactor_raion,metro_min_avto,metro_km_avto,metro_min_walk,metro_km_walk,kindergarten_km,school_km,park_km,green_zone_km,industrial_km,railroad_station_walk_km,railroad_station_walk_min,public_transport_station_km,public_transport_station_min_walk,mkad_km,ttk_km,sadovoe_km,bulvar_ring_km,kremlin_km,big_road1_1line,big_market_km,market_shop_km,fitness_km,swim_pool_km,ice_rink_km,stadium_km,basketball_km,hospice_morgue_km,university_km,workplaces_km,shopping_centers_km,office_km,additional_education_km,preschool_km,big_church_km,church_synagogue_km,theater_km,museum_km,ecology,mosque_count_1000,price_doc
11,36,19.0,12.0,Kosino-Uhtomskoe,3848.0,4,8687.0,5,0,,1,0,4,2,0,0,0,no,no,no,1.775182628,1.27815875,14.86018546,1.238348789,0.1754438,0.3177387769999999,0.202279123,0.191739837,0.859734534,3.432120197,41.18544237,0.048622705,0.583472463,3.114978819,11.0831538,14.96900889,15.66223681,17.06679632,no,12.43160949,0.427298233,0.166618267,3.757818865,3.757818865,15.75916515,3.577387468,3.595724609,6.278428739,2.833044745,2.77901809,3.374982007,0.718012042,0.3177387769999999,1.994975862,1.980072331,5.989808596,5.398195768,good,0,4650000
12,38,19.0,11.0,Zapadnoe Degunino,1503.0,3,5782.0,3,0,1084.0,0,0,3,2,0,5,3,no,no,no,2.844124913,2.06724263,27.67804298,2.306503582,0.341368228,0.185712984,0.84739393,0.45592583,0.34382912,4.978185601,59.73822721,0.076349353,0.916192232,0.75556051,11.30023882,14.06482697,14.73631109,16.13770406,no,15.68168627,4.178403728,1.288252544,5.066980389,2.675946678,9.211977774,3.205701449,2.226730135,4.860389109,3.353354808,0.311723893,0.55270309,0.273509923,0.185712984,0.586439859,0.585369885,18.92056131,10.02024158,satisfactory,0,4800000
13,43,28.0,4.0,Kuncevo,4050.0,7,11234.0,8,0,2620.0,0,0,5,2,0,3,3,no,no,no,2.124787465,1.623329099,19.47994918,1.623329099,0.240613803,0.72598907,2.370263153,0.441057574,0.093757784,0.635649365,7.627792385,0.107482567,1.289790804,1.652673969,8.215523636,11.28861228,12.33874383,13.2028609,no,17.84615781,7.769835814,0.367099701,1.276757629,8.734871107,9.493699222,5.004636313,1.896477493,8.027416277,0.72598907,0.654326409,0.777103755,2.642097811,0.72598907,0.522782255,0.482207276,7.625452984,7.02971008,satisfactory,0,5100000
14,31,31.0,4.0,Presnenskoe,3240.0,7,10602.0,9,0,1940.0,2,1,29,2,3,5,84,no,no,no,1.5988802,1.214706315,14.57647578,1.214706315,0.478112046,0.718828221,0.448685022,0.086052714,0.652802691,1.254206397,15.05047676,0.121959,1.463507996,10.82234557,0.571993411,2.539288926,3.439223422,4.450091361,no,16.76247788,3.121982279,0.263297708,0.643301506,2.464038905,2.486436871,1.555242452,0.069693569,0.599082038,0.821733091,0.968500256,0.380284484,2.326090701,0.718828221,1.198647248,0.332050158,3.106624982,1.936838982,poor,0,5200000
15,31,21.0,3.0,Lefortovo,1768.0,4,4564.0,4,0,1575.0,5,1,12,1,0,7,14,no,no,no,1.023327784,0.590130357,7.081564286,0.590130357,0.196603916,0.797255445,1.479843613,0.385974217,0.256813706,0.904528679,10.85434415,0.17523703,2.102844362,8.276662483,0.820600456,3.331353681,3.874625916,5.469215614,no,8.708683242,0.509649003,0.376860936,0.667945229,3.55906659,1.660760465,0.937306904,1.658764888,0.510377152,2.359491138,0.600306144,0.317269641,1.028405844,0.797255445,1.510980098,0.75131432,2.883607957,1.895468254,poor,0,5000000
16,51,31.0,15.0,Mar'ino,10175.0,13,21892.0,14,0,,5,0,16,16,0,15,2,no,no,no,1.495312886,1.045237008,12.5428441,1.045237008,0.238080787,0.30274937,1.12355036,0.175785183,1.836320957,3.681022942,44.1722753,0.08976094,1.07713128,3.561980243,8.715519371,11.90844523,13.32465286,14.11860041,no,4.757579424,0.993639775,0.0,2.453570106,1.079196387,6.596687871,2.965201824,2.962090631,4.049168259,2.745324574,0.568237365,1.7456437,0.389015459,0.30274937,0.429662761,0.398154433,9.808141113,5.583256305,excellent,0,1850000
17,47,31.0,4.0,Kuz'minki,4547.0,8,10492.0,8,1,,1,0,7,8,0,5,1,no,no,no,0.908195296,0.683325925,7.453252067,0.621104339,0.354595182,0.266978222,1.09367126,0.125797149,2.055710705,2.393325354,28.71990425,0.122196241,1.466354887,4.571856115,4.155110539,8.210705767,9.299849373,10.31352228,no,4.260660945,1.872263579,0.471996531,1.990352756,1.163080549,2.118585203,1.574769563,0.338781827,2.192270537,1.372645624,1.031199183,1.557434286,1.198357458,0.937630815,2.202732274,0.130999133,3.457763847,2.039846966,poor,0,6300000
18,42,28.0,2.0,Nagornoe,2279.0,4,10027.0,8,1,,3,0,2,2,0,2,6,no,no,no,1.612975362,1.183976121,14.1345257,1.177877142,0.303113879,0.462189362,1.413751818,0.263063686,0.052200385,2.400834592,28.8100151,0.100444427,1.205333126,10.07550672,3.716122269,6.856826179,8.34660058,8.927901339,no,10.29435146,1.815375404,0.139665089,3.683774334,10.0075472,6.398112475,2.019171815,1.394703536,1.759727651,1.450593324,0.524949237,0.527813535,1.038202407,0.462189362,1.636069002,0.785670294,2.450228251,2.849772538,poor,0,5900000
19,59,33.0,10.0,Kosino-Uhtomskoe,3848.0,4,8687.0,5,0,,1,0,4,2,0,0,0,no,no,no,2.0478479,1.428758422,17.14510107,1.428758422,0.161434787,0.678491366,0.421274831,0.19844851,0.911485253,3.788198169,45.45837802,0.105465236,1.265582837,3.479508932,11.44773248,15.32726643,16.01399973,17.42368658,no,12.78768746,0.222505826,0.326612246,4.113896837,4.113896837,16.11524312,3.931607348,3.653473993,6.63450671,3.051676983,2.739252695,3.740525707,0.849255687,0.678491366,2.357985759,2.342765879,6.345886568,5.738201309,good,0,7900000
20,44,29.0,4.0,Gol'janovo,5041.0,6,11081.0,7,0,125.0,3,0,5,3,0,5,3,no,no,no,1.9456431,1.381080335,15.91210349,1.326008624,0.321335505,0.372239123,2.584343037,0.811782772,0.222715021,3.774845199,45.29814239,0.103280151,1.239361817,3.477143944,7.297422617,9.449467533,10.1935066,11.99140951,no,17.43423458,1.387788251,1.06465949,2.203887605,4.150484733,3.456202397,1.598469188,2.063737254,2.575422677,1.419267623,0.214510239,0.692459491,0.899241507,0.372239123,1.384748165,0.464104233,6.652674488,6.422006084,good,0,5200000
21,74,44.0,10.0,Vnukovo,1105.0,1,2231.0,1,0,200.0,1,0,0,0,0,1,1,no,no,no,8.89539239,8.120823091,71.55492378,5.962910315,0.32330838,2.500105459,9.901545241,0.190786254,0.805916637,3.928727876,47.14473451,0.210132651,2.521591816,12.4839416,22.41418591,25.13536935,26.29954181,27.17480611,no,20.89460894,6.766306714,6.789990594,8.920280376,9.114439964,19.24718851,13.45748724,8.251537061,18.24226546,13.99690681,3.550410252,3.074537949,3.738206398,2.500105459,3.016790345,1.64431609,18.80817463,15.23405139,no data,0,8200000
22,39,39.0,7.0,Juzhnoe Tushino,2707.0,3,6340.0,4,0,,0,0,10,1,0,1,4,no,no,no,2.785477527,1.97299395,23.46911601,1.955759667,0.853441652,0.479054865,0.913520199,0.371157616,0.146312891,3.970889266,47.65067119,0.194021631,2.328259576,3.855370961,9.238174797,11.88543752,12.65264442,13.91848212,no,22.68329206,2.527793655,0.209617897,2.505881817,9.463264652,2.383571387,1.01241407,0.939575146,6.131230659,1.061938599,1.224554792,1.261976982,1.143782807,0.479054865,1.712774982,2.519650533,12.21874672,10.04429218,poor,0,5200000
23,48,34.0,6.0,Severnoe Tushino,4116.0,5,9891.0,5,0,1145.0,3,0,1,2,0,5,0,no,no,no,2.784609181,1.636490748,17.88136078,1.490113398,0.597949311,0.335631697,1.695243419,0.219683194,1.339619856,3.611756556,43.34107867,0.275050647,3.300607762,1.855884204,11.5698058,14.19322769,14.97129794,16.22013333,no,21.53478765,1.236316976,0.433259811,1.463429216,8.314760246,5.689791406,1.25343521,1.383754009,9.779563973,1.423142309,0.540459306,1.165612741,0.297000971,0.335631697,0.980047352,1.484165758,15.86708004,12.24725078,satisfactory,0,6250000
24,32,18.0,3.0,Chertanovo Central'noe,2546.0,5,6009.0,5,0,,0,0,5,3,0,6,2,no,no,no,0.071568497,0.057254798,0.687057575,0.057254798,0.166564464,0.426455173,3.206930829,0.484075935,0.709987056,2.324751919,27.89702303,0.054605888,0.655270658,3.84295599,9.946318258,13.14607196,14.57672238,15.20493154,no,13.76426063,5.79476761,0.640562133,3.821584213,6.031037069,11.774248,0.731760074,3.378797547,6.514287588,0.426455173,0.095664969,0.640562133,0.141697317,0.426455173,1.460364986,1.22054549,6.287779097,4.960844089,poor,0,5750000
25,34,19.0,11.0,Juzhnoe Tushino,2707.0,3,6340.0,4,0,,0,0,10,1,0,1,4,no,no,no,3.371171582,2.580971205,30.65626783,2.554688986,0.145299398,1.216064073,1.667604688,0.088997519,0.34882923,1.687785037,20.25342044,0.135368064,1.624416769,1.174998286,11.04854046,13.74376131,14.55535923,15.76595734,no,26.08692998,3.42356037,0.682666761,1.034405648,8.075882519,4.337951846,1.207809014,1.373490723,7.855592454,1.216064073,1.500434167,0.23414718,0.221108447,1.240143662,0.372487164,1.181035225,13.94310852,12.63080057,satisfactory,0,6000000
26,45,29.0,9.0,Fili Davydkovo,3422.0,5,6974.0,7,1,,2,0,6,0,0,5,1,no,no,no,2.289276327,1.251643323,14.5003277,1.208360642,0.354139979,0.217198308,1.265683402,0.015624417,1.731291127,0.942071851,11.30486221,0.285404524,3.424854288,4.624835439,5.193873987,8.245829334,9.281838495,10.15250217,no,20.63852868,5.35214615,0.675071056,1.742193917,5.709363297,5.021730755,2.313727353,1.693091165,5.610651169,0.980007455,0.527371673,0.40058999,1.472757042,0.413635524,1.047516431,1.053074702,4.311112261,4.427223978,satisfactory,0,1050000
27,35,20.0,4.0,Otradnoe,5088.0,4,12721.0,4,0,,1,0,10,3,0,9,6,no,no,no,1.642214809,1.041397553,12.26660537,1.022217114,0.277521108,0.081256283,1.66216201,0.295890764,0.984545119,3.046223907,36.55468688,0.121302382,1.455628579,3.947583365,8.007233765,10.18233503,10.77230453,12.2453805,no,7.81035474,1.194649113,0.509054383,1.591004471,1.985060417,5.759193655,3.620725497,3.269128616,1.637593794,1.928071471,0.528783831,1.32001789,0.517767305,0.081256283,1.25471465,0.57404626,6.873607087,4.468966017,good,0,5000000
28,38,20.0,6.0,Novo-Peredelkino,4249.0,7,9373.0,7,0,240.0,3,0,6,4,0,1,0,no,no,no,1.556289954,1.106383968,13.11912921,1.093260768,0.40980408,0.187099572,2.361150959,0.564688871,0.455460072,1.073577852,12.88293422,0.067036246,0.804434953,4.852239528,14.93939229,17.65713927,18.82836288,19.68847158,no,13.39565632,3.601885175,0.763653799,1.299636818,1.441804933,11.96214616,6.333720951,5.122149996,9.224489698,7.901797803,0.655800807,2.915992071,1.379102105,0.187099572,1.889334703,1.040516917,11.52313229,7.638838451,good,0,4700000
29,73,38.0,15.0,Bogorodskoe,3107.0,7,7277.0,9,0,,1,0,8,4,0,2,4,no,no,no,1.420363997,1.033409383,11.30210316,0.94184193,0.07491016,0.307314519,1.697309192,0.037287047,0.538697794,2.928790822,35.14548987,0.226765249,2.721182987,6.03254832,4.535959364,6.539703782,7.280129969,9.068351888,no,16.18470223,4.611625075,1.377264044,1.29496882,3.52240277,1.755559303,0.298415212,0.43869254,3.731153302,1.534788337,1.058810313,1.058810313,0.260442404,0.307314519,1.153277557,0.438261477,4.161080098,4.51377333,poor,0,8254400
30,42,27.0,3.0,Jaroslavskoe,2974.0,4,6119.0,6,0,320.0,1,1,13,3,0,3,5,no,no,no,6.542012413,4.936781854,29.81924611,2.484937176,0.39787048,0.220083954,1.939689454,0.484754927,0.142505204,2.274821805,27.29786166,0.082561775,0.990741294,4.35985422,6.804149937,9.327565083,9.976303285,11.55160025,yes,7.003345282,7.332448078,0.18766313,4.729502268,6.496347425,7.875841314,0.448576091,1.579928697,1.077134989,0.220083954,0.18766313,0.386846125,1.561798898,0.633549247,1.664295549,1.487129121,3.876450337,5.124265355,good,0,5900000
31,40,20.0,12.0,Strogino,4606.0,8,11032.0,9,0,,1,0,6,2,0,10,5,no,no,no,1.460312049,0.504573572,4.516986349,0.376415529,0.201285635,0.412225451,1.432166184,0.013879313,0.960905647,5.884257116,70.61108539,0.199656676,2.395880116,0.993029213,9.3667252,12.41484913,13.25307964,14.41586649,no,27.03640246,7.209214771,0.457563219,4.709030104,6.085973685,1.887472049,3.525235967,3.903453306,7.300988026,0.939937528,0.312362786,0.257348086,1.182917743,0.412225451,1.159509992,0.270999427,13.63316185,10.32432316,good,0,6200000
32,81,46.0,24.0,Hovrino,3082.0,4,7123.0,4,0,145.0,0,0,10,2,0,1,1,no,no,no,3.149310908,1.870527624,15.02677302,1.252231085,0.203448884,0.39355036,0.870512285,0.675025267,0.064227408,2.110788278,25.32945933,0.064749768,0.776997218,2.019346687,10.15991906,12.94756193,13.63200242,15.01059889,no,16.969325,3.833057183,0.372813784,2.623060056,2.298603216,6.274727936,2.737191648,2.19819381,1.923139271,2.078832224,0.740764308,0.77861079,0.931990855,0.39355036,0.775104664,1.079540996,11.81925781,9.451922131,satisfactory,0,18300000
33,38,34.0,2.0,Bibirevo,5001.0,5,11065.0,5,0,240.0,1,0,7,3,0,16,1,no,no,no,5.262577956,2.3903079,29.52009316,2.460007764,0.151204992,0.295021282,2.840981239,0.269430621,1.273036668,5.808933449,69.70720139,0.054882936,0.65859523,0.227407096,11.81039185,13.97217056,14.58089113,16.04707598,yes,5.202368698,3.24746789,0.835751619,0.069294911,2.238867043,7.266307509,2.998693083,2.465642206,7.937007611,0.454870986,0.259595215,1.437359867,0.698984779,0.295021282,1.920611289,0.784373674,8.441243736,8.275479951,good,0,4900000
34,31,18.0,4.0,Moskvorech'e-Saburovo,3150.0,5,5519.0,5,0,2715.0,3,1,7,6,0,3,4,no,no,yes,3.241736445,2.045607829,24.21361248,2.01780104,0.421546242,0.216803106,1.809211017,0.415969614,1.212503753,3.673544683,44.0825362,0.227555732,2.730668788,6.647772254,6.841602305,10.11538437,11.8771371,12.33917428,no,6.076745551,2.739339795,0.998341012,3.921129293,6.774918604,4.7790003,3.716105962,1.171969813,3.55648164,3.184042676,0.596792725,1.1069336,0.450117983,0.216803106,2.887055941,0.282976973,7.453499791,2.822580182,excellent,0,4400000
35,39,19.0,1.0,Staroe Krjukovo,1860.0,2,5038.0,3,0,,0,0,1,0,0,0,0,no,no,no,27.20955519,22.17294417,264.4357616,22.03631347,1.493430312,0.243587382,16.46505435,0.03483544,0.954329768,2.415935559,28.9912267,0.317656644,3.811879722,19.01027534,32.49111043,35.17212098,35.93282777,37.20515244,no,42.13959716,2.655847409,1.43208214,5.724330571,5.665955611,29.34484776,15.91765242,0.926674475,3.32839071,2.645520786,0.3996391,1.37968573,2.886743004,0.3446324,3.644171107,0.697792112,4.515289061,0.970635438,no data,0,3900000
36,39,20.0,1.0,Mar'ino,10175.0,13,21892.0,14,0,,5,0,16,16,0,15,2,no,no,no,1.390034899,0.978290417,11.73948501,0.978290417,0.304908753,0.395545731,1.08871013,0.130523909,1.895906933,3.614076351,43.36891621,0.109606962,1.31528354,3.485169121,8.790232158,11.9757482,13.38474944,14.18326607,no,4.690632833,0.926693184,0.106383438,2.386623515,1.012249796,6.646358668,2.974499339,3.000785116,3.982221668,2.708378811,0.662178675,1.793100372,0.457221989,0.395545731,0.509140047,0.489200502,9.741194522,5.668532245,excellent,0,4850000
37,37,19.0,9.0,Ljublino,5153.0,10,11887.0,13,0,1406.0,3,0,13,1,0,4,3,no,no,no,0.964678366,0.681341267,8.176095202,0.681341267,0.254633349,0.0,0.363266,0.116891181,1.234855407,1.180346114,14.16415337,0.090569684,1.086836209,4.944343346,4.779711674,8.602005341,9.751334006,10.69493206,no,2.985460118,1.148572982,0.60767871,0.71515193,2.236178521,3.186851935,1.517685524,0.79748056,1.858348318,2.296288357,1.346833172,0.934665084,1.253539494,0.0,1.34109429,0.777765972,4.530861819,2.516138179,excellent,0,5700000
38,27,27.0,4.0,Caricyno,3390.0,4,5631.0,5,0,1937.0,3,0,6,4,0,2,0,no,no,no,0.887844847,0.561489252,6.737871022,0.561489252,0.721969351,0.478506556,0.599851905,0.395951886,0.830719036,0.253484262,3.041811143,0.117470061,1.409640731,4.861965738,9.255331499,12.45658774,14.12635315,14.61997452,no,8.361509437,0.126603426,1.069784925,5.173133604,9.867521804,2.319261996,1.214279575,0.200884934,4.983664329,1.189190225,0.266840179,2.49136108,0.538579105,0.478506556,1.024936769,1.028226878,9.535026473,0.918568794,poor,0,4300000
39,33,18.0,2.0,Veshnjaki,3494.0,6,6766.0,7,0,2078.0,2,0,7,0,0,4,1,no,no,no,1.368327811,1.094662246,13.13594695,1.094662246,0.095883744,0.490488618,1.233240527,0.794951927,1.117497958,1.19660387,14.35924644,0.008908311,0.106899738,1.614760669,6.336460041,10.2169895,10.95590143,12.32333481,no,9.603627508,1.617394455,0.837668991,1.530996056,4.664910533,7.449133969,1.285018479,1.562203531,1.878315392,2.841266112,0.596750204,1.558456355,1.53475,0.490488618,0.947786307,0.947111182,1.484986497,1.393929929,poor,0,4500000
40,33,18.0,9.0,Veshnjaki,3494.0,6,6766.0,7,0,2078.0,2,0,7,0,0,4,1,no,no,no,3.727652641,2.449453429,29.39344115,2.449453429,0.10199695,0.351554034,1.169702697,0.473971446,1.10391788,1.554766797,18.65720156,0.189522619,2.274271429,0.881972631,7.388529012,10.80410545,11.33974676,12.85543932,no,11.68767825,3.448125871,0.516447387,1.843042769,3.947915858,5.911748321,1.691194651,1.032549659,2.203646964,1.67358586,0.90634078,2.728859195,1.616074727,0.351554034,1.916583015,1.025814189,2.500430471,1.26384241,poor,0,2000000
41,45,30.0,5.0,Danilovskoe,2235.0,5,6073.0,9,0,2300.0,3,0,12,5,0,11,48,no,no,no,3.019697604,1.794140592,18.76922429,1.564102024,0.355383252,0.695074345,1.876652196,0.534243777,0.598032221,2.977539315,35.73047178,0.259670707,3.116048488,10.94509621,1.339324201,1.762456794,3.163427525,3.921425922,no,2.389047112,2.317665398,0.42692627,2.709166214,3.886328206,1.385315391,1.763005316,1.214163299,3.085812129,0.695074345,1.082641634,0.309857528,1.507685127,0.711083843,0.762277572,0.728333343,3.030413965,1.965873026,excellent,0,6200000
42,54,30.0,10.0,Caricyno,3390.0,4,5631.0,5,0,1937.0,3,0,6,4,0,2,0,no,no,no,3.101483962,1.965480753,23.25830693,1.938192244,0.341630336,0.699696834,1.104752979,0.337713286,1.202878124,2.831598413,33.97918096,0.070103306,0.841239668,5.73186055,7.65131622,10.9521909,12.69200683,13.19335936,no,5.850162217,2.581163926,0.398548523,3.694545959,6.54833527,4.583254039,3.169659016,1.861129163,2.77035419,2.462515508,0.325757503,1.4378276,0.598204713,0.699696834,2.111030497,1.01053877,8.61093308,2.065381557,excellent,0,7500000
43,40,25.0,3.0,Preobrazhenskoe,1820.0,2,4169.0,3,1,2729.0,3,0,9,3,0,1,11,no,no,no,1.298459326,0.643232083,7.718784997,0.643232083,0.379292892,0.903590408,0.375318881,0.260543133,0.525694343,0.882549311,10.59059173,0.211384003,2.536608037,6.137016113,4.495931387,6.607187369,7.345446796,9.145116862,no,20.16597201,2.662904111,0.438457488,1.573681805,1.573681805,1.227173485,1.850952426,0.759124225,1.858227531,0.903590408,0.361574194,1.075085104,0.839984815,0.903590408,0.514602393,0.174412841,4.471987938,3.784844659,poor,0,5900000
44,59,42.0,8.0,Kon'kovo,2627.0,5,9650.0,5,0,350.0,3,0,11,3,0,11,6,no,no,no,1.454837915,0.817988796,4.27829196,0.35652433,0.191255565,0.231882437,2.704321924,0.102982127,0.642705911,8.397591789,100.7711015,0.202845812,2.43414974,4.044370827,7.851488885,10.81162422,11.95784992,12.69310373,no,2.316153948,1.118933859,0.069088567,0.047355473,2.430869048,3.144734681,3.704660224,1.649417356,2.005479958,3.001452982,0.280777247,0.478913374,1.016937804,0.231882437,2.545662044,0.674470805,4.069028502,5.482844279,satisfactory,0,9550000
45,77,45.0,10.0,Brateevo,3420.0,6,7132.0,6,0,,0,0,3,1,0,5,0,no,no,no,2.904929401,1.162678143,13.95213772,1.162678143,0.39791874,0.259492749,0.726939493,0.053151036,1.537728118,5.695655452,68.34786542,0.13999619,1.679954279,2.731457231,9.5254802,12.71229799,14.10279014,14.91321439,no,6.544664898,4.067008054,0.41203789,2.808837373,5.102567154,11.03420227,3.525726788,2.820764481,3.605295811,2.462283141,0.41203789,2.497613059,1.135379342,0.259492749,1.160861885,1.15521949,12.95878737,5.948788332,excellent,0,8600000
